forecast_date,target,target_end_date,location,type,quantile,value
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.025,9373
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.025,4876
2021-03-15,3 wk ahead inc case,2021-04-03,06,quantile,0.025,2114.8
2021-03-15,4 wk ahead inc case,2021-04-10,06,quantile,0.025,563.6
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.1,11480.2
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.1,6540
2021-03-15,3 wk ahead inc case,2021-04-03,06,quantile,0.1,3404.7
2021-03-15,4 wk ahead inc case,2021-04-10,06,quantile,0.1,1546.4
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.25,13365.7
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.25,8028.9
2021-03-15,3 wk ahead inc case,2021-04-03,06,quantile,0.25,4559
2021-03-15,4 wk ahead inc case,2021-04-10,06,quantile,0.25,2425.8
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.5,15460.7
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.5,9683.3
2021-03-15,3 wk ahead inc case,2021-04-03,06,quantile,0.5,5841.5
2021-03-15,4 wk ahead inc case,2021-04-10,06,quantile,0.5,3402.9
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.75,17555.6
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.75,11337.6
2021-03-15,3 wk ahead inc case,2021-04-03,06,quantile,0.75,7124
2021-03-15,4 wk ahead inc case,2021-04-10,06,quantile,0.75,4379.9
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.9,19441.2
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.9,12826.6
2021-03-15,3 wk ahead inc case,2021-04-03,06,quantile,0.9,8278.3
2021-03-15,4 wk ahead inc case,2021-04-10,06,quantile,0.9,5259.3
2021-03-15,1 wk ahead inc case,2021-03-20,06,quantile,0.975,21548.3
2021-03-15,2 wk ahead inc case,2021-03-27,06,quantile,0.975,14490.5
