forecast_date,target,target_end_date,location,type,quantile,value
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.025,47629
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.025,29339
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.025,16577
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.025,8405
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.1,51868
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.1,32760
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.1,19265
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.1,10463
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.25,55661
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.25,35822
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.25,21670
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.25,12305
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.5,59876
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.5,39223
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.5,24342
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.5,14352
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.75,64090
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.75,42625
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.75,27014
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.75,16398
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.9,67883
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.9,45686
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.9,29420
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.9,18240
2021-02-15,1 wk ahead inc case,2021-02-20,06,quantile,0.975,72122
2021-02-15,2 wk ahead inc case,2021-02-27,06,quantile,0.975,49108
2021-02-15,3 wk ahead inc case,2021-03-06,06,quantile,0.975,32107
2021-02-15,4 wk ahead inc case,2021-03-13,06,quantile,0.975,20299
2021-02-15,1 wk ahead inc case,2021-02-20,06,point,NA,59876
2021-02-15,2 wk ahead inc case,2021-02-27,06,point,NA,39223
2021-02-15,3 wk ahead inc case,2021-03-06,06,point,NA,24342
2021-02-15,4 wk ahead inc case,2021-03-13,06,point,NA,14352
