forecast_date,target,target_end_date,location,type,quantile,value
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.025,7018
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.025,4934
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.025,3505
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.025,2355
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.1,8542
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.1,6422
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.1,4829
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.1,3525
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.25,9906
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.25,7753
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.25,6014
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.25,4572
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.5,11421
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.5,9231
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.5,7331
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.5,5736
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.75,12936
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.75,10710
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.75,8648
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.75,6899
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.9,14300
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.9,12041
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.9,9833
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.9,7947
2021-05-03,1 wk ahead inc case,2021-05-08,06,quantile,0.975,15824
2021-05-03,2 wk ahead inc case,2021-05-15,06,quantile,0.975,13529
2021-05-03,3 wk ahead inc case,2021-05-22,06,quantile,0.975,11157
2021-05-03,4 wk ahead inc case,2021-05-29,06,quantile,0.975,9117
2021-05-03,1 wk ahead inc case,2021-05-08,06,point,NA,11421
2021-05-03,2 wk ahead inc case,2021-05-15,06,point,NA,9231
2021-05-03,3 wk ahead inc case,2021-05-22,06,point,NA,7331
2021-05-03,4 wk ahead inc case,2021-05-29,06,point,NA,5736
2021-05-03,1 day ahead inc hosp,2021-05-04,06,quantile,0.01,80.18
2021-05-03,2 day ahead inc hosp,2021-05-05,06,quantile,0.01,74.1
2021-05-03,3 day ahead inc hosp,2021-05-06,06,quantile,0.01,68.09
2021-05-03,4 day ahead inc hosp,2021-05-07,06,quantile,0.01,62.17
2021-05-03,5 day ahead inc hosp,2021-05-08,06,quantile,0.01,56.36
2021-05-03,6 day ahead inc hosp,2021-05-09,06,quantile,0.01,50.66
2021-05-03,7 day ahead inc hosp,2021-05-10,06,quantile,0.01,45.07
2021-05-03,8 day ahead inc hosp,2021-05-11,06,quantile,0.01,39.6
2021-05-03,9 day ahead inc hosp,2021-05-12,06,quantile,0.01,34.25
2021-05-03,10 day ahead inc hosp,2021-05-13,06,quantile,0.01,29.01
2021-05-03,11 day ahead inc hosp,2021-05-14,06,quantile,0.01,23.9
2021-05-03,12 day ahead inc hosp,2021-05-15,06,quantile,0.01,18.9
2021-05-03,13 day ahead inc hosp,2021-05-16,06,quantile,0.01,14.03
2021-05-03,14 day ahead inc hosp,2021-05-17,06,quantile,0.01,9.267
2021-05-03,15 day ahead inc hosp,2021-05-18,06,quantile,0.01,4.625
2021-05-03,16 day ahead inc hosp,2021-05-19,06,quantile,0.01,0.09781
2021-05-03,17 day ahead inc hosp,2021-05-20,06,quantile,0.01,0
2021-05-03,18 day ahead inc hosp,2021-05-21,06,quantile,0.01,0
2021-05-03,19 day ahead inc hosp,2021-05-22,06,quantile,0.01,0
2021-05-03,20 day ahead inc hosp,2021-05-23,06,quantile,0.01,0
2021-05-03,21 day ahead inc hosp,2021-05-24,06,quantile,0.01,0
2021-05-03,22 day ahead inc hosp,2021-05-25,06,quantile,0.01,0
2021-05-03,23 day ahead inc hosp,2021-05-26,06,quantile,0.01,0
2021-05-03,24 day ahead inc hosp,2021-05-27,06,quantile,0.01,0
2021-05-03,25 day ahead inc hosp,2021-05-28,06,quantile,0.01,0
2021-05-03,26 day ahead inc hosp,2021-05-29,06,quantile,0.01,0
2021-05-03,27 day ahead inc hosp,2021-05-30,06,quantile,0.01,0
2021-05-03,28 day ahead inc hosp,2021-05-31,06,quantile,0.01,0
2021-05-03,1 day ahead inc hosp,2021-05-04,06,quantile,0.025,101.4
2021-05-03,2 day ahead inc hosp,2021-05-05,06,quantile,0.025,95.29
2021-05-03,3 day ahead inc hosp,2021-05-06,06,quantile,0.025,89.26
2021-05-03,4 day ahead inc hosp,2021-05-07,06,quantile,0.025,83.33
2021-05-03,5 day ahead inc hosp,2021-05-08,06,quantile,0.025,77.49
2021-05-03,6 day ahead inc hosp,2021-05-09,06,quantile,0.025,71.77
2021-05-03,7 day ahead inc hosp,2021-05-10,06,quantile,0.025,66.16
2021-05-03,8 day ahead inc hosp,2021-05-11,06,quantile,0.025,60.67
2021-05-03,9 day ahead inc hosp,2021-05-12,06,quantile,0.025,55.3
2021-05-03,10 day ahead inc hosp,2021-05-13,06,quantile,0.025,50.05
2021-05-03,11 day ahead inc hosp,2021-05-14,06,quantile,0.025,44.91
2021-05-03,12 day ahead inc hosp,2021-05-15,06,quantile,0.025,39.9
2021-05-03,13 day ahead inc hosp,2021-05-16,06,quantile,0.025,35.01
2021-05-03,14 day ahead inc hosp,2021-05-17,06,quantile,0.025,30.23
2021-05-03,15 day ahead inc hosp,2021-05-18,06,quantile,0.025,25.57
2021-05-03,16 day ahead inc hosp,2021-05-19,06,quantile,0.025,21.03
2021-05-03,17 day ahead inc hosp,2021-05-20,06,quantile,0.025,16.6
2021-05-03,18 day ahead inc hosp,2021-05-21,06,quantile,0.025,12.28
2021-05-03,19 day ahead inc hosp,2021-05-22,06,quantile,0.025,8.082
2021-05-03,20 day ahead inc hosp,2021-05-23,06,quantile,0.025,3.991
2021-05-03,21 day ahead inc hosp,2021-05-24,06,quantile,0.025,0.009733
2021-05-03,22 day ahead inc hosp,2021-05-25,06,quantile,0.025,0
2021-05-03,23 day ahead inc hosp,2021-05-26,06,quantile,0.025,0
2021-05-03,24 day ahead inc hosp,2021-05-27,06,quantile,0.025,0
2021-05-03,25 day ahead inc hosp,2021-05-28,06,quantile,0.025,0
2021-05-03,26 day ahead inc hosp,2021-05-29,06,quantile,0.025,0
2021-05-03,27 day ahead inc hosp,2021-05-30,06,quantile,0.025,0
2021-05-03,28 day ahead inc hosp,2021-05-31,06,quantile,0.025,0
2021-05-03,1 day ahead inc hosp,2021-05-04,06,quantile,0.05,119.6
2021-05-03,2 day ahead inc hosp,2021-05-05,06,quantile,0.05,113.5
2021-05-03,3 day ahead inc hosp,2021-05-06,06,quantile,0.05,107.5
2021-05-03,4 day ahead inc hosp,2021-05-07,06,quantile,0.05,101.5
2021-05-03,5 day ahead inc hosp,2021-05-08,06,quantile,0.05,95.67
2021-05-03,6 day ahead inc hosp,2021-05-09,06,quantile,0.05,89.93
2021-05-03,7 day ahead inc hosp,2021-05-10,06,quantile,0.05,84.3
