forecast_date,target,target_end_date,location,type,quantile,value
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.025,8686
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.025,6627
2021-04-26,3 wk ahead inc case,2021-05-15,06,quantile,0.025,5196
2021-04-26,4 wk ahead inc case,2021-05-22,06,quantile,0.025,3985
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.1,10409
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.1,8348
2021-04-26,3 wk ahead inc case,2021-05-15,06,quantile,0.1,6774
2021-04-26,4 wk ahead inc case,2021-05-22,06,quantile,0.1,5427
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.25,11951
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.25,9889
2021-04-26,3 wk ahead inc case,2021-05-15,06,quantile,0.25,8186
2021-04-26,4 wk ahead inc case,2021-05-22,06,quantile,0.25,6717
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.5,13664
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.5,11600
2021-04-26,3 wk ahead inc case,2021-05-15,06,quantile,0.5,9755
2021-04-26,4 wk ahead inc case,2021-05-22,06,quantile,0.5,8151
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.75,15377
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.75,13312
2021-04-26,3 wk ahead inc case,2021-05-15,06,quantile,0.75,11324
2021-04-26,4 wk ahead inc case,2021-05-22,06,quantile,0.75,9584
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.9,16919
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.9,14852
2021-04-26,3 wk ahead inc case,2021-05-15,06,quantile,0.9,12736
2021-04-26,4 wk ahead inc case,2021-05-22,06,quantile,0.9,10875
2021-04-26,1 wk ahead inc case,2021-05-01,06,quantile,0.975,18642
2021-04-26,2 wk ahead inc case,2021-05-08,06,quantile,0.975,16573
