forecast_date,target,target_end_date,location,type,quantile,value
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.025,272986
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.025,301054
2020-12-21,3 wk ahead inc case,2021-01-09,06,quantile,0.025,325298
2020-12-21,4 wk ahead inc case,2021-01-16,06,quantile,0.025,344483
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.1,281384
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.1,309854
2020-12-21,3 wk ahead inc case,2021-01-09,06,quantile,0.1,334427
2020-12-21,4 wk ahead inc case,2021-01-16,06,quantile,0.1,353856
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.25,288899
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.25,317728
2020-12-21,3 wk ahead inc case,2021-01-09,06,quantile,0.25,342595
2020-12-21,4 wk ahead inc case,2021-01-16,06,quantile,0.25,362243
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.5,297248
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.5,326476
2020-12-21,3 wk ahead inc case,2021-01-09,06,quantile,0.5,351670
2020-12-21,4 wk ahead inc case,2021-01-16,06,quantile,0.5,371562
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.75,305598
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.75,335225
2020-12-21,3 wk ahead inc case,2021-01-09,06,quantile,0.75,360745
2020-12-21,4 wk ahead inc case,2021-01-16,06,quantile,0.75,380881
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.9,313112
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.9,343099
2020-12-21,3 wk ahead inc case,2021-01-09,06,quantile,0.9,368914
2020-12-21,4 wk ahead inc case,2021-01-16,06,quantile,0.9,389269
2020-12-21,1 wk ahead inc case,2020-12-26,06,quantile,0.975,321510
2020-12-21,2 wk ahead inc case,2021-01-02,06,quantile,0.975,351898
