forecast_date,target,target_end_date,location,type,quantile,value
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.025,235190
2020-12-14,2 wk ahead inc case,2020-12-26,06,quantile,0.025,321450
2020-12-14,3 wk ahead inc case,2021-01-02,06,quantile,0.025,427410
2020-12-14,4 wk ahead inc case,2021-01-09,06,quantile,0.025,549207
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.1,241969
2020-12-14,2 wk ahead inc case,2020-12-26,06,quantile,0.1,329363
2020-12-14,3 wk ahead inc case,2021-01-02,06,quantile,0.1,436527
2020-12-14,4 wk ahead inc case,2021-01-09,06,quantile,0.1,559530
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.25,248035
2020-12-14,2 wk ahead inc case,2020-12-26,06,quantile,0.25,336443
2020-12-14,3 wk ahead inc case,2021-01-02,06,quantile,0.25,444685
2020-12-14,4 wk ahead inc case,2021-01-09,06,quantile,0.25,568767
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.5,254775
2020-12-14,2 wk ahead inc case,2020-12-26,06,quantile,0.5,344309
2020-12-14,3 wk ahead inc case,2021-01-02,06,quantile,0.5,453749
2020-12-14,4 wk ahead inc case,2021-01-09,06,quantile,0.5,579031
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.75,261515
2020-12-14,2 wk ahead inc case,2020-12-26,06,quantile,0.75,352176
2020-12-14,3 wk ahead inc case,2021-01-02,06,quantile,0.75,462813
2020-12-14,4 wk ahead inc case,2021-01-09,06,quantile,0.75,589294
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.9,267582
2020-12-14,2 wk ahead inc case,2020-12-26,06,quantile,0.9,359256
2020-12-14,3 wk ahead inc case,2021-01-02,06,quantile,0.9,470971
2020-12-14,4 wk ahead inc case,2021-01-09,06,quantile,0.9,598532
2020-12-14,1 wk ahead inc case,2020-12-19,06,quantile,0.975,274361
