forecast_date,target,target_end_date,location,type,quantile,value
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.025,15114
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.025,8520
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.025,4150
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.025,1547
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.1,17685
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.1,10572
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.1,5742
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.1,2750
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.25,19985
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.25,12408
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.25,7167
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.25,3827
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.5,22541
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.5,14448
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.5,8750
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.5,5023
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.75,25097
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.75,16489
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.75,10334
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.75,6219
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.9,27398
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.9,18325
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.9,11759
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.9,7296
2021-03-08,1 wk ahead inc case,2021-03-13,06,quantile,0.975,29969
2021-03-08,2 wk ahead inc case,2021-03-20,06,quantile,0.975,20377
2021-03-08,3 wk ahead inc case,2021-03-27,06,quantile,0.975,13351
2021-03-08,4 wk ahead inc case,2021-04-03,06,quantile,0.975,8500
2021-03-08,1 wk ahead inc case,2021-03-13,06,point,NA,22541
2021-03-08,2 wk ahead inc case,2021-03-20,06,point,NA,14448
2021-03-08,3 wk ahead inc case,2021-03-27,06,point,NA,8750
2021-03-08,4 wk ahead inc case,2021-04-03,06,point,NA,5023
2021-03-08,1 day ahead inc hosp,2021-03-09,06,quantile,0.01,170.6535
2021-03-08,2 day ahead inc hosp,2021-03-10,06,quantile,0.01,151.5881
2021-03-08,3 day ahead inc hosp,2021-03-11,06,quantile,0.01,133.2845
2021-03-08,4 day ahead inc hosp,2021-03-12,06,quantile,0.01,115.7468
2021-03-08,5 day ahead inc hosp,2021-03-13,06,quantile,0.01,98.9739
2021-03-08,6 day ahead inc hosp,2021-03-14,06,quantile,0.01,82.9608
2021-03-08,7 day ahead inc hosp,2021-03-15,06,quantile,0.01,67.6987
2021-03-08,8 day ahead inc hosp,2021-03-16,06,quantile,0.01,53.1764
2021-03-08,9 day ahead inc hosp,2021-03-17,06,quantile,0.01,39.38
2021-03-08,10 day ahead inc hosp,2021-03-18,06,quantile,0.01,26.2935
2021-03-08,11 day ahead inc hosp,2021-03-19,06,quantile,0.01,13.8994
2021-03-08,12 day ahead inc hosp,2021-03-20,06,quantile,0.01,2.1786
2021-03-08,13 day ahead inc hosp,2021-03-21,06,quantile,0.01,0
2021-03-08,14 day ahead inc hosp,2021-03-22,06,quantile,0.01,0
2021-03-08,15 day ahead inc hosp,2021-03-23,06,quantile,0.01,0
2021-03-08,16 day ahead inc hosp,2021-03-24,06,quantile,0.01,0
2021-03-08,17 day ahead inc hosp,2021-03-25,06,quantile,0.01,0
2021-03-08,18 day ahead inc hosp,2021-03-26,06,quantile,0.01,0
2021-03-08,19 day ahead inc hosp,2021-03-27,06,quantile,0.01,0
2021-03-08,20 day ahead inc hosp,2021-03-28,06,quantile,0.01,0
2021-03-08,21 day ahead inc hosp,2021-03-29,06,quantile,0.01,0
2021-03-08,22 day ahead inc hosp,2021-03-30,06,quantile,0.01,0
2021-03-08,23 day ahead inc hosp,2021-03-31,06,quantile,0.01,0
2021-03-08,24 day ahead inc hosp,2021-04-01,06,quantile,0.01,0
2021-03-08,25 day ahead inc hosp,2021-04-02,06,quantile,0.01,0
2021-03-08,26 day ahead inc hosp,2021-04-03,06,quantile,0.01,0
2021-03-08,27 day ahead inc hosp,2021-04-04,06,quantile,0.01,0
2021-03-08,28 day ahead inc hosp,2021-04-05,06,quantile,0.01,0
2021-03-08,1 day ahead inc hosp,2021-03-09,06,quantile,0.025,195.9097
2021-03-08,2 day ahead inc hosp,2021-03-10,06,quantile,0.025,176.7903
2021-03-08,3 day ahead inc hosp,2021-03-11,06,quantile,0.025,158.4346
2021-03-08,4 day ahead inc hosp,2021-03-12,06,quantile,0.025,140.847
2021-03-08,5 day ahead inc hosp,2021-03-13,06,quantile,0.025,124.0264
