forecast_date,target,target_end_date,location,type,quantile,value
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.025,8676
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.025,5985
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.025,4136
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.025,2683
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.1,10453
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.1,7704
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.1,5651
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.1,4006
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.25,12043
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.25,9243
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.25,7006
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.25,5190
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.5,13810
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.5,10953
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.5,8512
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.5,6505
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.75,15576
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.75,12662
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.75,10018
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.75,7820
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.9,17167
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.9,14201
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.9,11373
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.9,9004
2021-04-05,1 wk ahead inc case,2021-04-10,06,quantile,0.975,18944
2021-04-05,2 wk ahead inc case,2021-04-17,06,quantile,0.975,15920
2021-04-05,3 wk ahead inc case,2021-04-24,06,quantile,0.975,12888
2021-04-05,4 wk ahead inc case,2021-05-01,06,quantile,0.975,10327
2021-04-05,1 wk ahead inc case,2021-04-10,06,point,NA,13810
2021-04-05,2 wk ahead inc case,2021-04-17,06,point,NA,10953
2021-04-05,3 wk ahead inc case,2021-04-24,06,point,NA,8512
2021-04-05,4 wk ahead inc case,2021-05-01,06,point,NA,6505
2021-04-05,1 day ahead inc hosp,2021-04-06,06,quantile,0.01,94.4201
2021-04-05,2 day ahead inc hosp,2021-04-07,06,quantile,0.01,86.9316
2021-04-05,3 day ahead inc hosp,2021-04-08,06,quantile,0.01,79.547
2021-04-05,4 day ahead inc hosp,2021-04-09,06,quantile,0.01,72.2901
2021-04-05,5 day ahead inc hosp,2021-04-10,06,quantile,0.01,65.1755
2021-04-05,6 day ahead inc hosp,2021-04-11,06,quantile,0.01,58.2121
2021-04-05,7 day ahead inc hosp,2021-04-12,06,quantile,0.01,51.4052
2021-04-05,8 day ahead inc hosp,2021-04-13,06,quantile,0.01,44.7577
2021-04-05,9 day ahead inc hosp,2021-04-14,06,quantile,0.01,38.2707
2021-04-05,10 day ahead inc hosp,2021-04-15,06,quantile,0.01,31.9448
2021-04-05,11 day ahead inc hosp,2021-04-16,06,quantile,0.01,25.7795
2021-04-05,12 day ahead inc hosp,2021-04-17,06,quantile,0.01,19.774
2021-04-05,13 day ahead inc hosp,2021-04-18,06,quantile,0.01,13.9271
2021-04-05,14 day ahead inc hosp,2021-04-19,06,quantile,0.01,8.2374
2021-04-05,15 day ahead inc hosp,2021-04-20,06,quantile,0.01,2.7033
2021-04-05,16 day ahead inc hosp,2021-04-21,06,quantile,0.01,0
2021-04-05,17 day ahead inc hosp,2021-04-22,06,quantile,0.01,0
2021-04-05,18 day ahead inc hosp,2021-04-23,06,quantile,0.01,0
2021-04-05,19 day ahead inc hosp,2021-04-24,06,quantile,0.01,0
2021-04-05,20 day ahead inc hosp,2021-04-25,06,quantile,0.01,0
2021-04-05,21 day ahead inc hosp,2021-04-26,06,quantile,0.01,0
2021-04-05,22 day ahead inc hosp,2021-04-27,06,quantile,0.01,0
2021-04-05,23 day ahead inc hosp,2021-04-28,06,quantile,0.01,0
2021-04-05,24 day ahead inc hosp,2021-04-29,06,quantile,0.01,0
2021-04-05,25 day ahead inc hosp,2021-04-30,06,quantile,0.01,0
2021-04-05,26 day ahead inc hosp,2021-05-01,06,quantile,0.01,0
2021-04-05,27 day ahead inc hosp,2021-05-02,06,quantile,0.01,0
2021-04-05,28 day ahead inc hosp,2021-05-03,06,quantile,0.01,0
2021-04-05,1 day ahead inc hosp,2021-04-06,06,quantile,0.025,117.7767
2021-04-05,2 day ahead inc hosp,2021-04-07,06,quantile,0.025,110.2647
2021-04-05,3 day ahead inc hosp,2021-04-08,06,quantile,0.025,102.8569
2021-04-05,4 day ahead inc hosp,2021-04-09,06,quantile,0.025,95.5772
2021-04-05,5 day ahead inc hosp,2021-04-10,06,quantile,0.025,88.4402
2021-04-05,6 day ahead inc hosp,2021-04-11,06,quantile,0.025,81.4549
2021-04-05,7 day ahead inc hosp,2021-04-12,06,quantile,0.025,74.6266
2021-04-05,8 day ahead inc hosp,2021-04-13,06,quantile,0.025,67.958
2021-04-05,9 day ahead inc hosp,2021-04-14,06,quantile,0.025,61.4505
2021-04-05,10 day ahead inc hosp,2021-04-15,06,quantile,0.025,55.1045
