state_name,county_name,fips_code,date,cases_per_100K_7_day_count_change,percent_test_results_reported_positive_last_7_days,community_transmission_level
California,Modoc County,06049,06/06/2020,0.000,,low
California,Santa Barbara County,06083,06/06/2020,32.027,3.69,moderate
California,Sierra County,06091,06/06/2020,0.000,,low
California,Sutter County,06101,06/06/2020,suppressed,2.42,low
California,Ventura County,06111,06/06/2020,21.513,4.53,moderate
California,Glenn County,06021,06/06/2020,suppressed,,low
California,Imperial County,06025,06/06/2020,646.194,24.48,high
California,Lake County,06033,06/06/2020,17.084,1.04,moderate
California,Madera County,06039,06/06/2020,29.238,5.06,moderate
California,Marin County,06041,06/06/2020,37.863,3.95,moderate
California,Napa County,06055,06/06/2020,7.260,1.69,low
California,San Benito County,06069,06/06/2020,suppressed,2.56,moderate
California,San Luis Obispo County,06079,06/06/2020,8.124,1.25,low
California,Yolo County,06113,06/06/2020,suppressed,2.41,low
California,Kern County,06029,06/06/2020,55.432,8.24,substantial
California,Santa Cruz County,06087,06/06/2020,6.954,0.85,low
California,Siskiyou County,06093,06/06/2020,suppressed,,low
California,Alpine County,06003,06/06/2020,0.000,,low
California,El Dorado County,06017,06/06/2020,8.297,1.07,low
California,Mariposa County,06043,06/06/2020,0.000,,low
California,Plumas County,06063,06/06/2020,0.000,,low
California,Sacramento County,06067,06/06/2020,9.922,2.25,low
California,Tulare County,06107,06/06/2020,70.357,11.89,high
California,Colusa County,06011,06/06/2020,suppressed,,low
California,Inyo County,06027,06/06/2020,suppressed,,low
California,Monterey County,06053,06/06/2020,39.626,4.46,moderate
California,Orange County,06059,06/06/2020,38.480,7.19,moderate
California,Placer County,06061,06/06/2020,16.820,3.40,moderate
California,San Bernardino County,06071,06/06/2020,40.641,8.21,substantial
California,Amador County,06005,06/06/2020,0.000,,low
California,Calaveras County,06009,06/06/2020,suppressed,,low
California,Contra Costa County,06013,06/06/2020,14.217,2.68,moderate
California,Fresno County,06019,06/06/2020,37.133,7.54,moderate
California,Lassen County,06035,06/06/2020,suppressed,,moderate
California,Merced County,06047,06/06/2020,9.003,4.45,low
California,Nevada County,06057,06/06/2020,suppressed,0.81,low
California,Los Angeles County,06037,06/06/2020,93.405,5.77,substantial
California,Mono County,06051,06/06/2020,0.000,,low
California,Shasta County,06089,06/06/2020,suppressed,0.44,low
California,Stanislaus County,06099,06/06/2020,26.150,7.15,moderate
California,Trinity County,06105,06/06/2020,0.000,,low
California,Tuolumne County,06109,06/06/2020,0.000,1.31,low
California,San Francisco County,06075,06/06/2020,25.183,2.15,moderate
California,San Joaquin County,06077,06/06/2020,25.061,5.76,moderate
California,San Mateo County,06081,06/06/2020,29.743,3.58,moderate
California,Yuba County,06115,06/06/2020,suppressed,0.49,low
California,Alameda County,06001,06/06/2020,31.472,4.79,moderate
California,Del Norte County,06015,06/06/2020,suppressed,,moderate
California,Humboldt County,06023,06/06/2020,suppressed,0.53,low
California,Kings County,06031,06/06/2020,112.462,19.60,high
California,Riverside County,06065,06/06/2020,53.672,9.27,substantial
California,San Diego County,06073,06/06/2020,28.158,4.69,moderate
California,Santa Clara County,06085,06/06/2020,10.167,1.47,moderate
California,Solano County,06095,06/06/2020,14.074,2.65,moderate
California,Sonoma County,06097,06/06/2020,16.386,3.08,moderate
California,Tehama County,06103,06/06/2020,suppressed,0.66,low
California,Alameda County,06001,06/07/2020,29.797,4.54,moderate
California,Colusa County,06011,06/07/2020,suppressed,,low
California,Kings County,06031,06/07/2020,117.039,12.10,high
California,Los Angeles County,06037,06/07/2020,86.083,5.52,substantial
California,Mariposa County,06043,06/07/2020,0.000,,low
California,San Bernardino County,06071,06/07/2020,37.843,8.18,substantial
California,Santa Clara County,06085,06/07/2020,10.063,1.61,moderate
California,Sierra County,06091,06/07/2020,0.000,,low
California,Siskiyou County,06093,06/07/2020,suppressed,,low
California,Tehama County,06103,06/07/2020,suppressed,0.88,low
California,Fresno County,06019,06/07/2020,38.134,7.58,moderate
California,Mendocino County,06045,06/07/2020,suppressed,0.75,low
California,Nevada County,06057,06/07/2020,suppressed,0.81,low
California,San Mateo County,06081,06/07/2020,27.786,3.61,moderate
California,Tulare County,06107,06/07/2020,71.644,11.62,high
California,Humboldt County,06023,06/07/2020,suppressed,0.63,low
California,Riverside County,06065,06/07/2020,58.489,8.63,substantial
California,San Joaquin County,06077,06/07/2020,24.667,6.15,moderate
California,Shasta County,06089,06/07/2020,suppressed,0.67,low
California,Trinity County,06105,06/07/2020,suppressed,,low
California,Calaveras County,06009,06/07/2020,suppressed,,low
California,Imperial County,06025,06/07/2020,527.550,23.85,high
California,Inyo County,06027,06/07/2020,suppressed,,low
California,Orange County,06059,06/07/2020,38.700,7.35,moderate
California,Plumas County,06063,06/07/2020,0.000,,low
California,Santa Cruz County,06087,06/07/2020,7.320,0.89,low
California,Stanislaus County,06099,06/07/2020,26.514,7.95,moderate
California,Sutter County,06101,06/07/2020,11.344,2.72,moderate
California,Yuba County,06115,06/07/2020,suppressed,0.46,low
California,Contra Costa County,06013,06/07/2020,16.471,2.84,moderate
California,Marin County,06041,06/07/2020,36.318,3.91,moderate
California,Merced County,06047,06/07/2020,11.164,4.80,moderate
California,Napa County,06055,06/07/2020,16.698,1.82,moderate
California,Alpine County,06003,06/07/2020,0.000,,low
California,Mono County,06051,06/07/2020,0.000,,low
California,Placer County,06061,06/07/2020,18.076,3.47,moderate
California,Sacramento County,06067,06/07/2020,9.600,2.31,low
California,Ventura County,06111,06/07/2020,22.222,4.60,moderate
California,Amador County,06005,06/07/2020,0.000,,low
California,Butte County,06007,06/07/2020,10.037,1.08,moderate
California,Del Norte County,06015,06/07/2020,suppressed,,moderate
California,El Dorado County,06017,06/07/2020,9.334,1.12,low
California,Lassen County,06035,06/07/2020,0.000,,low
California,Monterey County,06053,06/07/2020,36.861,4.68,moderate
California,San Benito County,06069,06/07/2020,suppressed,2.39,moderate
California,San Diego County,06073,06/07/2020,28.757,4.70,moderate
California,Santa Barbara County,06083,06/07/2020,35.610,3.90,moderate
California,Lake County,06033,06/07/2020,15.531,0.63,moderate
California,San Luis Obispo County,06079,06/07/2020,8.830,1.21,low
California,Glenn County,06021,06/07/2020,0.000,,low
California,Kern County,06029,06/07/2020,53.432,8.48,substantial
California,Madera County,06039,06/07/2020,30.510,5.56,moderate
California,Modoc County,06049,06/07/2020,0.000,,low
California,San Francisco County,06075,06/07/2020,20.305,2.07,moderate
California,Solano County,06095,06/07/2020,11.393,2.57,moderate
California,Sonoma County,06097,06/07/2020,14.363,3.02,moderate
California,Tuolumne County,06109,06/07/2020,0.000,1.19,low
California,Yolo County,06113,06/07/2020,5.442,2.27,low
California,Lassen County,06035,06/08/2020,0.000,,low
California,Mono County,06051,06/08/2020,0.000,,low
California,San Diego County,06073,06/08/2020,29.805,4.82,moderate
California,Solano County,06095,06/08/2020,11.393,2.65,moderate
California,Humboldt County,06023,06/08/2020,suppressed,0.47,low
California,Mendocino County,06045,06/08/2020,suppressed,0.89,low
California,Riverside County,06065,06/08/2020,56.789,8.87,substantial
California,Sacramento County,06067,06/08/2020,10.953,2.26,moderate
California,San Benito County,06069,06/08/2020,suppressed,2.02,moderate
California,San Bernardino County,06071,06/08/2020,38.943,8.37,substantial
California,San Mateo County,06081,06/08/2020,30.004,3.70,moderate
California,Santa Clara County,06085,06/08/2020,8.455,1.64,low
California,Santa Cruz County,06087,06/08/2020,7.320,1.03,low
California,Trinity County,06105,06/08/2020,suppressed,,moderate
California,Tulare County,06107,06/08/2020,71.858,11.72,high
California,Yolo County,06113,06/08/2020,5.896,2.10,low
California,Butte County,06007,06/08/2020,7.300,1.30,low
California,Inyo County,06027,06/08/2020,suppressed,,low
California,Kern County,06029,06/08/2020,52.655,8.40,substantial
California,Los Angeles County,06037,06/08/2020,87.906,5.49,substantial
California,Modoc County,06049,06/08/2020,0.000,,low
California,Tehama County,06103,06/08/2020,suppressed,0.88,low
California,Del Norte County,06015,06/08/2020,suppressed,,moderate
California,San Francisco County,06075,06/08/2020,19.738,2.03,moderate
California,San Joaquin County,06077,06/08/2020,31.228,6.37,moderate
California,Santa Barbara County,06083,06/08/2020,35.834,3.85,moderate
California,Amador County,06005,06/08/2020,0.000,,low
California,Napa County,06055,06/08/2020,20.328,1.89,moderate
California,San Luis Obispo County,06079,06/08/2020,8.830,1.06,low
California,Shasta County,06089,06/08/2020,suppressed,0.68,low
California,Tuolumne County,06109,06/08/2020,0.000,1.18,low
California,Alameda County,06001,06/08/2020,30.215,4.34,moderate
California,Contra Costa County,06013,06/08/2020,16.905,2.77,moderate
California,Kings County,06031,06/08/2020,117.039,12.21,high
California,Lake County,06033,06/08/2020,suppressed,0.31,moderate
California,Marin County,06041,06/08/2020,37.863,4.07,moderate
California,Merced County,06047,06/08/2020,11.164,5.10,moderate
California,Orange County,06059,06/08/2020,35.236,7.31,moderate
California,Ventura County,06111,06/08/2020,22.104,4.63,moderate
California,Calaveras County,06009,06/08/2020,suppressed,,low
California,Glenn County,06021,06/08/2020,0.000,,low
California,Plumas County,06063,06/08/2020,0.000,,low
California,Stanislaus County,06099,06/08/2020,30.327,7.67,moderate
California,Yuba County,06115,06/08/2020,suppressed,0.20,low
California,El Dorado County,06017,06/08/2020,8.297,0.97,low
California,Fresno County,06019,06/08/2020,37.133,7.46,moderate
California,Imperial County,06025,06/08/2020,469.608,24.20,high
California,Madera County,06039,06/08/2020,30.510,4.86,moderate
California,Mariposa County,06043,06/08/2020,0.000,,low
California,Nevada County,06057,06/08/2020,suppressed,0.22,low
California,Sonoma County,06097,06/08/2020,16.992,2.97,moderate
California,Sutter County,06101,06/08/2020,13.406,2.90,moderate
California,Alpine County,06003,06/08/2020,0.000,,low
California,Colusa County,06011,06/08/2020,suppressed,,low
California,Monterey County,06053,06/08/2020,43.312,5.22,moderate
California,Placer County,06061,06/08/2020,14.561,3.64,moderate
California,Sierra County,06091,06/08/2020,0.000,,low
California,Siskiyou County,06093,06/08/2020,suppressed,,low
California,Alameda County,06001,06/24/2020,43.738,4.69,moderate
California,Calaveras County,06009,06/24/2020,suppressed,,moderate
California,Kings County,06031,06/24/2020,446.580,9.48,high
California,Merced County,06047,06/24/2020,79.228,10.40,high
California,San Francisco County,06075,06/24/2020,32.216,2.30,moderate
California,Sierra County,06091,06/24/2020,0.000,,low
California,Solano County,06095,06/24/2020,55.625,5.85,substantial
California,Sutter County,06101,06/24/2020,40.218,5.01,moderate
California,Tehama County,06103,06/24/2020,39.948,3.72,moderate
California,Trinity County,06105,06/24/2020,0.000,,low
California,Glenn County,06021,06/24/2020,59.874,,substantial
California,Riverside County,06065,06/24/2020,114.631,12.46,high
California,San Luis Obispo County,06079,06/24/2020,36.028,3.87,moderate
California,Del Norte County,06015,06/24/2020,suppressed,,low
California,Lassen County,06035,06/24/2020,suppressed,,moderate
California,Madera County,06039,06/24/2020,82.630,5.93,substantial
California,San Bernardino County,06071,06/24/2020,105.959,12.36,high
California,Yolo County,06113,06/24/2020,39.909,5.99,moderate
California,Colusa County,06011,06/24/2020,0.000,,low
California,Humboldt County,06023,06/24/2020,suppressed,1.55,low
California,Imperial County,06025,06/24/2020,599.288,22.38,high
California,Modoc County,06049,06/24/2020,0.000,,low
California,Monterey County,06053,06/24/2020,75.335,8.29,substantial
California,Sacramento County,06067,06/24/2020,35.372,5.23,moderate
California,San Benito County,06069,06/24/2020,90.753,8.76,substantial
California,Shasta County,06089,06/24/2020,16.659,2.28,moderate
California,Siskiyou County,06093,06/24/2020,suppressed,,moderate
California,Sonoma County,06097,06/24/2020,35.401,3.37,moderate
California,Ventura County,06111,06/24/2020,63.002,7.08,substantial
California,Alpine County,06003,06/24/2020,0.000,,low
California,Contra Costa County,06013,06/24/2020,41.872,4.55,moderate
California,Placer County,06061,06/24/2020,33.389,4.31,moderate
California,San Diego County,06073,06/24/2020,46.880,8.27,substantial
California,Stanislaus County,06099,06/24/2020,103.875,14.43,high
California,Tuolumne County,06109,06/24/2020,suppressed,1.30,low
California,Amador County,06005,06/24/2020,suppressed,,low
California,Marin County,06041,06/24/2020,160.339,12.72,high
California,Mendocino County,06045,06/24/2020,29.972,1.78,moderate
California,San Joaquin County,06077,06/24/2020,102.867,13.34,high
California,San Mateo County,06081,06/24/2020,37.831,3.62,moderate
California,Santa Cruz County,06087,06/24/2020,20.497,1.67,moderate
California,Tulare County,06107,06/24/2020,140.285,14.57,high
California,Butte County,06007,06/24/2020,14.599,3.14,moderate
California,Lake County,06033,06/24/2020,suppressed,1.18,moderate
California,Los Angeles County,06037,06/24/2020,133.339,8.15,high
California,Orange County,06059,06/24/2020,61.561,13.33,high
California,Santa Barbara County,06083,06/24/2020,92.721,7.87,substantial
California,Santa Clara County,06085,06/24/2020,24.587,2.38,moderate
California,Yuba County,06115,06/24/2020,suppressed,1.97,low
California,El Dorado County,06017,06/24/2020,14.001,2.10,moderate
California,Fresno County,06019,06/24/2020,85.076,13.67,high
California,Inyo County,06027,06/24/2020,suppressed,,moderate
California,Mariposa County,06043,06/24/2020,suppressed,,low
California,Nevada County,06057,06/24/2020,28.069,2.28,moderate
California,Kern County,06029,06/24/2020,66.096,14.15,high
California,Mono County,06051,06/24/2020,suppressed,,low
California,Napa County,06055,06/24/2020,24.683,2.81,moderate
California,Plumas County,06063,06/24/2020,suppressed,,low
California,Calaveras County,06009,06/27/2020,21.784,,moderate
California,Mendocino County,06045,06/27/2020,17.291,1.09,moderate
California,San Diego County,06073,06/27/2020,61.408,9.60,substantial
California,San Luis Obispo County,06079,06/27/2020,37.794,3.31,moderate
California,Santa Clara County,06085,06/27/2020,30.708,2.59,moderate
California,Siskiyou County,06093,06/27/2020,suppressed,,low
California,Trinity County,06105,06/27/2020,suppressed,,low
California,Colusa County,06011,06/27/2020,46.410,,moderate
California,Del Norte County,06015,06/27/2020,suppressed,,low
California,Glenn County,06021,06/27/2020,109.182,,high
California,Tuolumne County,06109,06/27/2020,suppressed,1.85,low
California,Imperial County,06025,06/27/2020,494.440,21.39,high
California,Kings County,06031,06/27/2020,582.581,12.06,high
California,Nevada County,06057,06/27/2020,30.074,2.17,moderate
California,Plumas County,06063,06/27/2020,suppressed,,low
California,San Mateo County,06081,06/27/2020,44.745,4.27,moderate
California,Santa Barbara County,06083,06/27/2020,113.550,8.26,high
California,Tulare County,06107,06/27/2020,143.502,14.42,high
California,Madera County,06039,06/27/2020,69.282,9.04,substantial
California,Marin County,06041,06/27/2020,222.930,14.87,high
California,Modoc County,06049,06/27/2020,0.000,,low
California,Riverside County,06065,06/27/2020,127.462,13.74,high
California,Sutter County,06101,06/27/2020,50.531,7.24,substantial
California,Tehama County,06103,06/27/2020,43.021,3.04,moderate
California,Ventura County,06111,06/27/2020,68.676,7.94,substantial
California,Butte County,06007,06/27/2020,20.074,4.56,moderate
California,Contra Costa County,06013,06/27/2020,49.414,5.18,moderate
California,San Bernardino County,06071,06/27/2020,122.014,13.90,high
California,San Joaquin County,06077,06/27/2020,127.797,14.31,high
California,Sierra County,06091,06/27/2020,0.000,,low
California,Solano County,06095,06/27/2020,70.815,6.23,substantial
California,Yuba County,06115,06/27/2020,suppressed,4.65,low
California,El Dorado County,06017,06/27/2020,18.149,1.82,moderate
California,Inyo County,06027,06/27/2020,suppressed,,moderate
California,Los Angeles County,06037,06/27/2020,137.074,8.10,high
California,Monterey County,06053,06/27/2020,67.041,8.14,substantial
California,Sonoma County,06097,06/27/2020,35.806,4.36,moderate
California,Stanislaus County,06099,06/27/2020,110.413,14.17,high
California,Amador County,06005,06/27/2020,suppressed,,moderate
California,Humboldt County,06023,06/27/2020,14.754,2.26,moderate
California,San Francisco County,06075,06/27/2020,41.064,2.74,moderate
California,Santa Cruz County,06087,06/27/2020,22.327,1.77,moderate
California,Alpine County,06003,06/27/2020,0.000,,low
California,Kern County,06029,06/27/2020,70.651,16.80,high
California,Lake County,06033,06/27/2020,suppressed,2.69,low
California,Mono County,06051,06/27/2020,suppressed,,low
California,Shasta County,06089,06/27/2020,15.549,1.75,moderate
California,Yolo County,06113,06/27/2020,53.515,6.90,substantial
California,Alameda County,06001,06/27/2020,51.217,4.87,substantial
California,Fresno County,06019,06/27/2020,106.796,15.76,high
California,Lassen County,06035,06/27/2020,75.230,,substantial
California,Mariposa County,06043,06/27/2020,suppressed,,moderate
California,Merced County,06047,06/27/2020,96.514,11.22,high
California,Napa County,06055,06/27/2020,49.367,3.19,moderate
California,Orange County,06059,06/27/2020,85.903,14.91,high
California,Placer County,06061,06/27/2020,30.126,4.53,moderate
California,Sacramento County,06067,06/27/2020,45.875,6.20,moderate
California,San Benito County,06069,06/27/2020,63.686,7.69,substantial
California,Butte County,06007,07/07/2020,45.623,4.85,moderate
California,Contra Costa County,06013,07/07/2020,80.362,6.17,substantial
California,Glenn County,06021,07/07/2020,183.144,,high
California,Orange County,06059,07/07/2020,207.167,16.73,high
California,Sacramento County,06067,07/07/2020,92.522,8.05,substantial
California,San Luis Obispo County,06079,07/07/2020,73.116,5.11,substantial
California,Sonoma County,06097,07/07/2020,54.012,4.84,substantial
California,Calaveras County,06009,07/07/2020,32.676,,moderate
California,Kern County,06029,07/07/2020,98.645,17.79,high
California,Madera County,06039,07/07/2020,195.771,11.72,high
California,San Mateo County,06081,07/07/2020,62.616,3.69,substantial
California,Siskiyou County,06093,07/07/2020,suppressed,,moderate
California,Stanislaus County,06099,07/07/2020,287.836,18.21,high
California,Tuolumne County,06109,07/07/2020,25.698,1.41,moderate
California,Yuba County,06115,07/07/2020,87.710,10.07,high
California,Alameda County,06001,07/07/2020,72.158,5.39,substantial
California,Inyo County,06027,07/07/2020,suppressed,,moderate
California,Lake County,06033,07/07/2020,62.125,3.23,substantial
California,Mariposa County,06043,07/07/2020,suppressed,,moderate
California,Merced County,06047,07/07/2020,197.710,15.99,high
California,Ventura County,06111,07/07/2020,132.387,7.23,high
California,Yolo County,06113,07/07/2020,91.610,6.47,substantial
California,Colusa County,06011,07/07/2020,292.384,,high
California,Marin County,06041,07/07/2020,239.157,14.18,high
California,Nevada County,06057,07/07/2020,41.101,2.35,moderate
California,Riverside County,06065,07/07/2020,194.451,14.71,high
California,San Benito County,06069,07/07/2020,113.043,6.97,high
California,San Diego County,06073,07/07/2020,94.898,9.05,substantial
California,Sierra County,06091,07/07/2020,0.000,,low
California,Tulare County,06107,07/07/2020,244.104,14.15,high
California,El Dorado County,06017,07/07/2020,35.780,3.89,moderate
California,Humboldt County,06023,07/07/2020,15.492,1.30,moderate
California,Modoc County,06049,07/07/2020,0.000,,low
California,Monterey County,06053,07/07/2020,107.128,8.70,high
California,Plumas County,06063,07/07/2020,suppressed,,moderate
California,Santa Barbara County,06083,07/07/2020,188.130,8.98,high
California,Solano County,06095,07/07/2020,132.248,7.12,high
California,Sutter County,06101,07/07/2020,101.061,10.49,high
California,Tehama County,06103,07/07/2020,49.167,2.00,moderate
California,Trinity County,06105,07/07/2020,suppressed,,low
California,Imperial County,06025,07/07/2020,513.203,15.97,high
California,Kings County,06031,07/07/2020,200.732,11.45,high
California,Lassen County,06035,07/07/2020,464.462,,high
California,Santa Clara County,06085,07/07/2020,59.133,3.30,substantial
California,Shasta County,06089,07/07/2020,27.210,2.02,moderate
California,Amador County,06005,07/07/2020,32.703,,moderate
California,Del Norte County,06015,07/07/2020,35.956,,moderate
California,Placer County,06061,07/07/2020,69.289,6.36,substantial
California,San Bernardino County,06071,07/07/2020,170.085,16.27,high
California,Mendocino County,06045,07/07/2020,suppressed,0.55,moderate
California,Mono County,06051,07/07/2020,suppressed,,moderate
California,Napa County,06055,07/07/2020,99.460,4.67,substantial
California,San Joaquin County,06077,07/07/2020,249.689,15.95,high
California,Santa Cruz County,06087,07/07/2020,43.556,2.57,moderate
California,Alpine County,06003,07/07/2020,0.000,,low
California,Fresno County,06019,07/07/2020,184.966,15.71,high
California,Los Angeles County,06037,07/07/2020,158.610,8.29,high
California,San Francisco County,06075,07/07/2020,53.656,2.86,substantial
California,Alameda County,06001,07/08/2020,68.209,5.57,substantial
California,Alpine County,06003,07/08/2020,0.000,,low
California,Lake County,06033,07/08/2020,59.019,2.40,substantial
California,Monterey County,06053,07/08/2020,117.495,8.68,high
California,Shasta County,06089,07/08/2020,24.434,1.79,moderate
California,Calaveras County,06009,07/08/2020,58.817,,substantial
California,Los Angeles County,06037,07/08/2020,173.880,8.37,high
California,Mendocino County,06045,07/08/2020,19.597,0.74,moderate
California,Merced County,06047,07/08/2020,202.391,15.74,high
California,Orange County,06059,07/08/2020,236.232,16.38,high
California,San Benito County,06069,07/08/2020,117.819,6.35,high
California,San Bernardino County,06071,07/08/2020,166.828,16.71,high
California,San Luis Obispo County,06079,07/08/2020,74.882,4.99,substantial
California,San Mateo County,06081,07/08/2020,55.311,3.67,substantial
California,Santa Cruz County,06087,07/08/2020,46.118,2.44,moderate
California,Stanislaus County,06099,07/08/2020,276.759,18.06,high
California,Yolo County,06113,07/08/2020,86.621,6.40,substantial
California,Kings County,06031,07/08/2020,207.271,11.62,high
California,Mono County,06051,07/08/2020,suppressed,,moderate
California,Plumas County,06063,07/08/2020,suppressed,,moderate
California,Riverside County,06065,07/08/2020,187.246,15.05,high
California,Santa Barbara County,06083,07/08/2020,173.349,9.02,high
California,Trinity County,06105,07/08/2020,suppressed,,low
California,Tuolumne County,06109,07/08/2020,44.054,1.83,moderate
California,Del Norte County,06015,07/08/2020,suppressed,,moderate
California,Lassen County,06035,07/08/2020,suppressed,,moderate
California,Marin County,06041,07/08/2020,391.383,13.16,high
California,Mariposa County,06043,07/08/2020,suppressed,,moderate
California,Napa County,06055,07/08/2020,84.940,4.13,substantial
California,Modoc County,06049,07/08/2020,0.000,,low
California,San Diego County,06073,07/08/2020,102.746,8.87,high
California,San Joaquin County,06077,07/08/2020,236.699,15.99,high
California,Contra Costa County,06013,07/08/2020,86.084,6.26,substantial
California,Fresno County,06019,07/08/2020,193.374,16.07,high
California,Glenn County,06021,07/08/2020,172.578,,high
California,Humboldt County,06023,07/08/2020,14.016,1.43,moderate
California,Inyo County,06027,07/08/2020,suppressed,,moderate
California,Kern County,06029,07/08/2020,103.754,18.00,high
California,Placer County,06061,07/08/2020,66.026,6.02,substantial
California,Sutter County,06101,07/08/2020,108.280,10.15,high
California,Ventura County,06111,07/08/2020,113.947,7.44,high
California,Yuba County,06115,07/08/2020,105.507,10.05,high
California,Madera County,06039,07/08/2020,202.762,12.78,high
California,Sacramento County,06067,07/08/2020,86.788,7.51,substantial
California,San Francisco County,06075,07/08/2020,55.697,2.85,substantial
California,Amador County,06005,07/08/2020,30.187,,moderate
California,Colusa County,06011,07/08/2020,236.692,,high
California,El Dorado County,06017,07/08/2020,35.780,3.11,moderate
California,Sierra County,06091,07/08/2020,0.000,,low
California,Solano County,06095,07/08/2020,116.387,7.14,high
California,Sonoma County,06097,07/08/2020,71.004,4.83,substantial
California,Tehama County,06103,07/08/2020,30.730,2.15,moderate
California,Butte County,06007,07/08/2020,48.361,4.43,moderate
California,Imperial County,06025,07/08/2020,391.800,16.32,high
California,Nevada County,06057,07/08/2020,38.093,2.03,moderate
California,Santa Clara County,06085,07/08/2020,56.747,3.38,substantial
California,Siskiyou County,06093,07/08/2020,suppressed,,low
California,Tulare County,06107,07/08/2020,211.928,14.27,high
California,Amador County,06005,07/10/2020,32.703,,moderate
California,San Francisco County,06075,07/10/2020,53.088,2.78,substantial
California,Alpine County,06003,07/10/2020,0.000,,low
California,Marin County,06041,07/10/2020,490.291,12.23,high
California,Placer County,06061,07/10/2020,60.754,5.37,substantial
California,San Luis Obispo County,06079,07/10/2020,74.176,5.98,substantial
California,San Mateo County,06081,07/10/2020,52.572,3.64,substantial
California,Santa Clara County,06085,07/10/2020,47.566,3.68,moderate
California,Siskiyou County,06093,07/10/2020,suppressed,,low
California,Yuba County,06115,07/10/2020,74.999,10.18,high
California,Glenn County,06021,07/10/2020,126.792,,high
California,Kings County,06031,07/10/2020,181.771,11.67,high
California,Los Angeles County,06037,07/10/2020,179.408,8.20,high
California,Mendocino County,06045,07/10/2020,19.597,1.79,moderate
California,Nevada County,06057,07/10/2020,39.096,1.59,moderate
California,San Diego County,06073,07/10/2020,95.736,8.91,substantial
California,Shasta County,06089,07/10/2020,24.989,2.33,moderate
California,Sierra County,06091,07/10/2020,0.000,,low
California,Tuolumne County,06109,07/10/2020,45.890,3.06,moderate
California,Del Norte County,06015,07/10/2020,suppressed,,moderate
California,Humboldt County,06023,07/10/2020,20.655,1.21,moderate
California,Merced County,06047,07/10/2020,218.597,15.65,high
California,Mono County,06051,07/10/2020,suppressed,,substantial
California,Plumas County,06063,07/10/2020,suppressed,,moderate
California,Riverside County,06065,07/10/2020,191.415,15.59,high
California,Santa Barbara County,06083,07/10/2020,155.208,8.91,high
California,Trinity County,06105,07/10/2020,0.000,,low
California,Colusa County,06011,07/10/2020,171.718,,high
California,Kern County,06029,07/10/2020,119.307,18.37,high
California,Butte County,06007,07/10/2020,43.798,5.05,moderate
California,Fresno County,06019,07/10/2020,200.580,15.56,high
California,Madera County,06039,07/10/2020,191.957,12.79,high
California,Sacramento County,06067,07/10/2020,87.883,6.96,substantial
California,San Benito County,06069,07/10/2020,93.937,7.53,substantial
California,San Bernardino County,06071,07/10/2020,191.048,16.71,high
California,Santa Cruz County,06087,07/10/2020,42.824,2.37,moderate
California,Sutter County,06101,07/10/2020,129.936,10.36,high
California,Yolo County,06113,07/10/2020,95.238,6.08,substantial
California,Calaveras County,06009,07/10/2020,37.033,,moderate
California,Imperial County,06025,07/10/2020,299.644,18.11,high
California,Mariposa County,06043,07/10/2020,suppressed,,moderate
California,Monterey County,06053,07/10/2020,98.604,8.09,substantial
California,Sonoma County,06097,07/10/2020,68.779,4.63,substantial
California,Alameda County,06001,07/10/2020,62.705,5.55,substantial
California,Inyo County,06027,07/10/2020,suppressed,,moderate
California,Lake County,06033,07/10/2020,27.956,3.78,moderate
California,Modoc County,06049,07/10/2020,0.000,,low
California,Napa County,06055,07/10/2020,84.214,3.42,substantial
California,San Joaquin County,06077,07/10/2020,231.189,15.15,high
California,Stanislaus County,06099,07/10/2020,323.975,18.19,high
California,Tehama County,06103,07/10/2020,24.584,3.02,moderate
California,Ventura County,06111,07/10/2020,104.727,7.86,high
California,Contra Costa County,06013,07/10/2020,90.678,6.55,substantial
California,El Dorado County,06017,07/10/2020,32.151,3.60,moderate
California,Lassen County,06035,07/10/2020,suppressed,,low
California,Orange County,06059,07/10/2020,189.156,15.86,high
California,Solano County,06095,07/10/2020,103.877,7.22,high
California,Tulare County,06107,07/10/2020,204.850,12.73,high
California,Calaveras County,06009,07/11/2020,37.033,,moderate
California,Fresno County,06019,07/11/2020,200.280,15.41,high
California,Imperial County,06025,07/11/2020,294.678,19.04,high
California,Lassen County,06035,07/11/2020,52.334,,substantial
California,Nevada County,06057,07/11/2020,36.088,1.51,moderate
California,San Joaquin County,06077,07/11/2020,237.487,14.76,high
California,San Mateo County,06081,07/11/2020,52.963,3.98,substantial
California,Santa Clara County,06085,07/11/2020,51.871,3.62,substantial
California,Stanislaus County,06099,07/11/2020,319.980,18.32,high
California,Sutter County,06101,07/11/2020,137.154,10.24,high
California,Trinity County,06105,07/11/2020,0.000,,low
California,Alpine County,06003,07/11/2020,0.000,,low
California,Amador County,06005,07/11/2020,30.187,,moderate
California,Del Norte County,06015,07/11/2020,suppressed,,moderate
California,Inyo County,06027,07/11/2020,suppressed,,moderate
California,Mariposa County,06043,07/11/2020,suppressed,,moderate
California,Plumas County,06063,07/11/2020,suppressed,,low
California,Solano County,06095,07/11/2020,101.867,6.91,high
California,Yolo County,06113,07/11/2020,94.331,6.23,substantial
California,El Dorado County,06017,07/11/2020,33.706,3.52,moderate
California,Humboldt County,06023,07/11/2020,18.442,1.15,moderate
